FiscalYear,MonthYear,Town,AdmMonth,PrimaryDrug,AdmCount
2016,16-Apr,Milford,4,Other Opiates and Synthetics,10
2016,16-May,Milford,5,Alcohol,18
2016,16-May,Milford,5,Heroin,27
2016,16-Jun,Milford,6,Alcohol,16
2016,16-Jun,Milford,6,Heroin,24
2016,15-Aug,Monroe,8,Heroin,8
2016,15-Jul,Milford,7,Alcohol,21
2016,15-Jul,Milford,7,Heroin,23
2016,15-Aug,Milford,8,Alcohol,21
2016,15-Aug,Milford,8,Heroin,15
2016,15-Sep,Milford,9,Alcohol,14
2016,15-Sep,Milford,9,Heroin,28
2016,15-Oct,Milford,10,Alcohol,24
2016,15-Oct,Milford,10,Heroin,20
2016,15-Nov,Milford,11,Alcohol,17
2016,15-Nov,Milford,11,Heroin,13
2016,15-Dec,Milford,12,Alcohol,16
2016,15-Dec,Milford,12,Heroin,14
2016,16-Jan,Monroe,1,Heroin,6
2016,16-Jun,Monroe,6,Heroin,6
2016,15-Sep,Monroe,9,Heroin,8
2016,15-Oct,Monroe,10,Heroin,8
2016,16-Jan,Montville,1,Alcohol,9
2016,16-Jan,Montville,1,Heroin,14
2016,16-Feb,Montville,2,Heroin,14
2016,16-Mar,Montville,3,Alcohol,9
2016,16-Mar,Montville,3,Heroin,23
2016,16-Apr,Montville,4,Heroin,17
2016,16-May,Montville,5,Alcohol,8
2016,16-May,Montville,5,Heroin,14
2016,16-Jun,Montville,6,Alcohol,11
2016,16-Jun,Montville,6,Heroin,14
2016,15-Jul,Montville,7,Alcohol,9
2016,15-Jul,Montville,7,Heroin,11
2016,15-Aug,Montville,8,Heroin,16
2016,15-Sep,Montville,9,Alcohol,7
2016,15-Sep,Montville,9,Heroin,18
2016,15-Oct,Montville,10,Alcohol,9
2016,15-Oct,Montville,10,Heroin,11
2016,15-Nov,Montville,11,Alcohol,7
2016,15-Nov,Montville,11,Heroin,14
2016,15-Nov,Montville,11,"Marijuana, Hashish, THC",7
2016,15-Dec,Montville,12,Alcohol,8
2016,15-Dec,Montville,12,Heroin,13
2016,16-Jan,Naugatuck,1,Alcohol,15
2016,16-Jan,Naugatuck,1,Heroin,30
2016,16-Feb,Naugatuck,2,Alcohol,23
2016,16-Feb,Naugatuck,2,Heroin,22
2016,16-Feb,Naugatuck,2,"Marijuana, Hashish, THC",9
2016,16-Mar,Naugatuck,3,Alcohol,32
2016,16-Mar,Naugatuck,3,Heroin,19
2016,16-Mar,Naugatuck,3,"Marijuana, Hashish, THC",12
2016,16-Apr,Naugatuck,4,Alcohol,25
2016,16-Apr,Naugatuck,4,Heroin,20
2016,16-Apr,Naugatuck,4,"Marijuana, Hashish, THC",10
2016,16-May,Naugatuck,5,Alcohol,18
2016,16-May,Naugatuck,5,Heroin,27
2016,16-May,Naugatuck,5,"Marijuana, Hashish, THC",8
2016,16-May,Naugatuck,5,Other Opiates and Synthetics,6
2016,16-Jun,Naugatuck,6,Alcohol,24
2016,16-Jun,Naugatuck,6,Heroin,21
2016,15-Jul,Naugatuck,7,Alcohol,15
2016,15-Jul,Naugatuck,7,Heroin,19
2016,15-Jul,Naugatuck,7,"Marijuana, Hashish, THC",6
2016,15-Aug,Naugatuck,8,Alcohol,18
2016,15-Aug,Naugatuck,8,Heroin,33
2016,15-Aug,Naugatuck,8,"Marijuana, Hashish, THC",12
2016,15-Sep,Naugatuck,9,Alcohol,10
2016,15-Sep,Naugatuck,9,Heroin,31
2016,15-Sep,Naugatuck,9,"Marijuana, Hashish, THC",10
2016,15-Oct,Naugatuck,10,Alcohol,22
2016,15-Oct,Naugatuck,10,Heroin,19
2016,15-Oct,Naugatuck,10,Other Opiates and Synthetics,6
2016,15-Nov,Naugatuck,11,Alcohol,10
2016,15-Nov,Naugatuck,11,Heroin,23
2016,15-Dec,Naugatuck,12,Alcohol,13
2016,15-Dec,Naugatuck,12,Heroin,31
2016,16-Jan,New Britain,1,Alcohol,73
2016,16-Jan,New Britain,1,Cocaine,10
2016,16-Jan,New Britain,1,Crack,9
2016,16-Jan,New Britain,1,Heroin,74
2016,16-Jan,New Britain,1,"Marijuana, Hashish, THC",27
2016,16-Jan,New Britain,1,Other Opiates and Synthetics,8
2016,16-Feb,New Britain,2,Alcohol,73
2016,16-Feb,New Britain,2,Cocaine,11
2016,16-Feb,New Britain,2,Heroin,112
2016,16-Feb,New Britain,2,"Marijuana, Hashish, THC",42
2016,16-Mar,New Britain,3,Alcohol,85
2016,16-Mar,New Britain,3,Cocaine,10
2016,16-Mar,New Britain,3,Crack,8
2016,16-Mar,New Britain,3,Heroin,94
2016,16-Mar,New Britain,3,"Marijuana, Hashish, THC",42
2016,16-Mar,New Britain,3,Other Opiates and Synthetics,7
2016,16-Apr,New Britain,4,Alcohol,72
2016,16-Apr,New Britain,4,Cocaine,11
2016,16-Apr,New Britain,4,Heroin,77
2016,16-Apr,New Britain,4,"Marijuana, Hashish, THC",41
2016,16-May,New Britain,5,Alcohol,77
2016,16-May,New Britain,5,Cocaine,9
2016,16-May,New Britain,5,Heroin,109
2016,16-May,New Britain,5,"Marijuana, Hashish, THC",41
2016,16-Jun,New Britain,6,Alcohol,76
2016,16-Jun,New Britain,6,Cocaine,11
2016,16-Jun,New Britain,6,Heroin,101
2016,16-Jun,New Britain,6,"Marijuana, Hashish, THC",48
2016,16-Jun,New Britain,6,Other Opiates and Synthetics,12
2016,15-Jul,New Britain,7,Alcohol,88
2016,15-Jul,New Britain,7,Cocaine,10
2016,15-Jul,New Britain,7,Heroin,91
2016,15-Jul,New Britain,7,"Marijuana, Hashish, THC",53
2016,15-Jul,New Britain,7,Other Opiates and Synthetics,7
2016,15-Aug,New Britain,8,Alcohol,73
2016,15-Aug,New Britain,8,Cocaine,14
2016,15-Aug,New Britain,8,Heroin,90
2016,15-Aug,New Britain,8,"Marijuana, Hashish, THC",41
2016,15-Sep,New Britain,9,Alcohol,116
2016,15-Sep,New Britain,9,Cocaine,10
2016,15-Sep,New Britain,9,Heroin,93
2016,15-Sep,New Britain,9,"Marijuana, Hashish, THC",57
2016,15-Oct,New Britain,10,Alcohol,80
2016,15-Oct,New Britain,10,Cocaine,15
2016,15-Oct,New Britain,10,Heroin,115
2016,15-Oct,New Britain,10,"Marijuana, Hashish, THC",35
2016,15-Oct,New Britain,10,Other Opiates and Synthetics,10
2016,15-Oct,New Britain,10,PCP,7
2016,15-Nov,New Britain,11,Alcohol,58
2016,15-Nov,New Britain,11,Cocaine,8
2016,15-Nov,New Britain,11,Heroin,68
2016,15-Nov,New Britain,11,"Marijuana, Hashish, THC",38
2016,15-Nov,New Britain,11,Other Opiates and Synthetics,7
2016,15-Dec,New Britain,12,Alcohol,77
2016,15-Dec,New Britain,12,Cocaine,17
2016,15-Dec,New Britain,12,Crack,6
2016,15-Dec,New Britain,12,Heroin,96
2016,15-Dec,New Britain,12,"Marijuana, Hashish, THC",33
2016,15-Dec,New Britain,12,Other Opiates and Synthetics,7
2016,16-Jan,New Fairfield,1,Alcohol,7
2016,16-Feb,New Fairfield,2,Alcohol,8
2016,16-Mar,New Fairfield,3,Heroin,6
2016,16-Apr,New Fairfield,4,Alcohol,8
2016,16-Apr,New Fairfield,4,Heroin,6
2016,16-Jun,New Haven,6,Crack,18
2016,16-May,New Fairfield,5,Heroin,6
2016,15-Jul,New Fairfield,7,Alcohol,7
2016,15-Jul,New Fairfield,7,Heroin,6
2016,15-Aug,New Fairfield,8,Alcohol,9
2016,15-Sep,New Fairfield,9,Alcohol,9
2016,15-Oct,New Fairfield,10,Alcohol,6
2016,15-Nov,New Fairfield,11,Heroin,8
2016,16-Jan,New Hartford,1,Alcohol,6
2016,16-Jan,New Hartford,1,Heroin,7
2016,16-Feb,New Hartford,2,Alcohol,6
2016,16-Mar,New Hartford,3,Heroin,10
2016,15-Oct,New Hartford,10,Alcohol,6
2016,16-Jan,New Haven,1,Alcohol,111
2016,16-Jan,New Haven,1,Benzodiazepines,7
2016,16-Jan,New Haven,1,Cocaine,26
2016,16-Jan,New Haven,1,Crack,27
2016,16-Jan,New Haven,1,Heroin,114
2016,16-Jan,New Haven,1,"Marijuana, Hashish, THC",84
2016,16-Jan,New Haven,1,Other Opiates and Synthetics,20
2016,16-Jan,New Haven,1,PCP,23
2016,16-Feb,New Haven,2,Alcohol,122
2016,16-Feb,New Haven,2,Benzodiazepines,8
2016,16-Feb,New Haven,2,Cocaine,25
2016,16-Feb,New Haven,2,Crack,14
2016,16-Feb,New Haven,2,Heroin,145
2016,16-Feb,New Haven,2,"Marijuana, Hashish, THC",76
2016,16-Feb,New Haven,2,Other Opiates and Synthetics,30
2016,16-Feb,New Haven,2,PCP,17
2016,16-Mar,New Haven,3,Alcohol,134
2016,16-Jun,New Haven,6,Cocaine,20
2016,16-Mar,New Haven,3,Benzodiazepines,9
2016,16-Mar,New Haven,3,Cocaine,27
2016,16-Mar,New Haven,3,Crack,32
2016,16-Mar,New Haven,3,Heroin,160
2016,16-Mar,New Haven,3,"Marijuana, Hashish, THC",96
2016,16-Mar,New Haven,3,Other Opiates and Synthetics,13
2016,16-Mar,New Haven,3,PCP,23
2016,16-Apr,New Haven,4,Alcohol,131
2016,16-Apr,New Haven,4,Cocaine,42
2016,16-Apr,New Haven,4,Crack,22
2016,16-Apr,New Haven,4,Heroin,128
2016,16-Apr,New Haven,4,"Marijuana, Hashish, THC",89
2016,16-Apr,New Haven,4,Other Opiates and Synthetics,13
2016,16-Apr,New Haven,4,PCP,18
2016,16-May,New Haven,5,Alcohol,127
2016,16-May,New Haven,5,Benzodiazepines,8
2016,16-May,New Haven,5,Cocaine,28
2016,16-May,New Haven,5,Crack,14
2016,16-May,New Haven,5,Heroin,138
2016,16-May,New Haven,5,"Marijuana, Hashish, THC",88
2016,16-May,New Haven,5,Other Opiates and Synthetics,22
2016,16-May,New Haven,5,PCP,17
2016,16-Jun,New Haven,6,Alcohol,125
2016,16-Jun,New Haven,6,Benzodiazepines,14
2016,16-Jun,New Haven,6,Heroin,127
2016,16-Jun,New Haven,6,"Marijuana, Hashish, THC",75
2016,16-Jun,New Haven,6,Other Opiates and Synthetics,8
2016,16-Jun,New Haven,6,PCP,21
2016,15-Jul,New Haven,7,Alcohol,168
2016,15-Jul,New Haven,7,Benzodiazepines,6
2016,15-Jul,New Haven,7,Cocaine,21
2016,15-Jul,New Haven,7,Crack,29
2016,15-Jul,New Haven,7,Heroin,135
2016,15-Jul,New Haven,7,"Marijuana, Hashish, THC",94
2016,15-Jul,New Haven,7,Other Opiates and Synthetics,14
2016,15-Jul,New Haven,7,PCP,13
2016,15-Aug,New Haven,8,Alcohol,121
2016,15-Aug,New Haven,8,Benzodiazepines,11
2016,15-Aug,New Haven,8,Cocaine,19
2016,15-Aug,New Haven,8,Crack,25
2016,15-Aug,New Haven,8,Heroin,126
2016,15-Aug,New Haven,8,"Marijuana, Hashish, THC",69
2016,15-Aug,New Haven,8,Other Opiates and Synthetics,17
2016,15-Aug,New Haven,8,PCP,13
2016,15-Sep,New Haven,9,Alcohol,154
2016,15-Sep,New Haven,9,Benzodiazepines,10
2016,15-Sep,New Haven,9,Cocaine,23
2016,15-Sep,New Haven,9,Crack,22
2016,15-Sep,New Haven,9,"Hallucinogens: LSD, DMS, STP, etc",6
2016,15-Sep,New Haven,9,Heroin,124
2016,15-Sep,New Haven,9,"Marijuana, Hashish, THC",90
2016,15-Sep,New Haven,9,Other Opiates and Synthetics,16
2016,15-Sep,New Haven,9,PCP,20
2016,15-Oct,New Haven,10,Alcohol,172
2016,15-Oct,New Haven,10,Benzodiazepines,8
2016,15-Oct,New Haven,10,Cocaine,24
2016,15-Oct,New Haven,10,Crack,19
2016,15-Oct,New Haven,10,Heroin,152
2016,15-Oct,New Haven,10,"Marijuana, Hashish, THC",87
2016,15-Oct,New Haven,10,Other Opiates and Synthetics,11
2016,15-Oct,New Haven,10,PCP,24
2016,15-Nov,New Haven,11,Alcohol,130
2016,15-Nov,New Haven,11,Benzodiazepines,9
2016,15-Nov,New Haven,11,Cocaine,27
2016,15-Nov,New Haven,11,Crack,18
2016,15-Nov,New Haven,11,Heroin,118
2016,15-Nov,New Haven,11,"Marijuana, Hashish, THC",66
2016,15-Nov,New Haven,11,Other Opiates and Synthetics,14
2016,15-Nov,New Haven,11,PCP,13
2016,15-Dec,New Haven,12,Alcohol,120
2016,15-Dec,New Haven,12,Benzodiazepines,6
2016,15-Dec,New Haven,12,Cocaine,26
2016,15-Dec,New Haven,12,Crack,24
2016,15-Dec,New Haven,12,Heroin,133
2016,15-Dec,New Haven,12,"Marijuana, Hashish, THC",92
2016,15-Dec,New Haven,12,Other Opiates and Synthetics,21
2016,15-Dec,New Haven,12,PCP,12
2016,16-Jan,New London,1,Alcohol,63
2016,16-Jan,New London,1,Heroin,54
2016,16-Feb,New London,2,Alcohol,62
2016,16-Feb,New London,2,Heroin,59
2016,16-Feb,New London,2,"Marijuana, Hashish, THC",14
2016,16-Feb,New London,2,Other Opiates and Synthetics,6
2016,16-Mar,New London,3,Alcohol,68
2016,16-Mar,New London,3,Cocaine,9
2016,16-Mar,New London,3,Crack,7
2016,16-Mar,New London,3,Heroin,53
2016,16-Mar,New London,3,"Marijuana, Hashish, THC",7
2016,16-Apr,New London,4,Alcohol,57
2016,16-Apr,New London,4,Cocaine,6
2016,16-Apr,New London,4,Crack,7
2016,16-Apr,New London,4,Heroin,47
2016,16-Apr,New London,4,"Marijuana, Hashish, THC",11
2016,16-May,New London,5,Alcohol,54
2016,16-May,New London,5,Cocaine,8
2016,16-May,New London,5,Crack,8
2016,16-May,New London,5,Heroin,49
2016,16-Jun,New London,6,Alcohol,53
2016,16-Jun,New London,6,Heroin,33
2016,16-Jun,New London,6,"Marijuana, Hashish, THC",10
2016,15-Jul,New London,7,Alcohol,68
2016,15-Jul,New London,7,Heroin,37
2016,15-Jul,New London,7,"Marijuana, Hashish, THC",7
2016,15-Aug,New London,8,Alcohol,54
2016,15-Aug,New London,8,Cocaine,6
2016,15-Aug,New London,8,Heroin,52
2016,15-Aug,New London,8,"Marijuana, Hashish, THC",9
2016,15-Sep,New London,9,Alcohol,73
2016,15-Sep,New London,9,Heroin,56
2016,15-Sep,New London,9,"Marijuana, Hashish, THC",12
2016,15-Oct,New London,10,Alcohol,63
2016,15-Oct,New London,10,Heroin,52
2016,15-Oct,New London,10,"Marijuana, Hashish, THC",9
2016,15-Nov,New London,11,Alcohol,69
2016,15-Nov,New London,11,Heroin,44
2016,15-Nov,New London,11,"Marijuana, Hashish, THC",11
2016,15-Nov,New London,11,Other Opiates and Synthetics,7
2016,15-Dec,New London,12,Alcohol,59
2016,15-Dec,New London,12,Heroin,57
2016,15-Dec,New London,12,"Marijuana, Hashish, THC",14
2016,16-Jan,New Milford,1,Alcohol,19
2016,16-Jan,New Milford,1,Heroin,27
2016,16-Jan,New Milford,1,"Marijuana, Hashish, THC",6
2016,16-Feb,New Milford,2,Alcohol,20
2016,16-Feb,New Milford,2,Heroin,17
2016,16-Mar,New Milford,3,Alcohol,23
2016,16-Mar,New Milford,3,Heroin,17
2016,16-Apr,New Milford,4,Alcohol,27
2016,16-Apr,New Milford,4,Heroin,16
2016,16-May,New Milford,5,Alcohol,28
2016,16-May,New Milford,5,Heroin,18
2016,16-Jun,New Milford,6,Alcohol,28
2016,16-Jun,New Milford,6,Heroin,11
2016,16-Jun,New Milford,6,"Marijuana, Hashish, THC",8
2016,15-Jul,New Milford,7,Alcohol,14
2016,15-Jul,New Milford,7,Heroin,20
2016,15-Aug,New Milford,8,Alcohol,12
2016,15-Aug,New Milford,8,Heroin,8
2016,15-Sep,New Milford,9,Alcohol,17
2016,15-Sep,New Milford,9,Heroin,24
2016,15-Sep,New Milford,9,"Marijuana, Hashish, THC",9
2016,15-Oct,New Milford,10,Alcohol,19
2016,15-Oct,New Milford,10,Heroin,12
2016,15-Oct,New Milford,10,"Marijuana, Hashish, THC",6
2016,15-Nov,New Milford,11,Alcohol,12
2016,15-Nov,New Milford,11,Heroin,9
2016,15-Dec,New Milford,12,Alcohol,24
2016,15-Dec,New Milford,12,Heroin,13
2016,16-Jan,Newington,1,Alcohol,15
2016,16-Jan,Newington,1,Heroin,19
2016,16-Feb,Newington,2,Alcohol,13
2016,16-Feb,Newington,2,Heroin,16
2016,16-Apr,Norwalk,4,Heroin,24
2016,16-Feb,Newington,2,"Marijuana, Hashish, THC",6
2016,16-Mar,Newington,3,Alcohol,13
2016,16-Mar,Newington,3,Heroin,13
2016,16-Apr,Newington,4,Alcohol,15
2016,16-Apr,Newington,4,Heroin,7
2016,16-May,Newington,5,Alcohol,18
2016,16-May,Newington,5,Heroin,15
2016,16-Jun,Newington,6,Alcohol,12
2016,16-Jun,Newington,6,Heroin,17
2016,15-Jul,Newington,7,Alcohol,22
2016,15-Jul,Newington,7,Heroin,12
2016,15-Aug,Newington,8,Alcohol,16
2016,15-Aug,Newington,8,Heroin,8
2016,15-Sep,Newington,9,Alcohol,12
2016,15-Sep,Newington,9,Heroin,13
2016,15-Oct,Newington,10,Alcohol,15
2016,15-Nov,Newington,11,Alcohol,16
2016,15-Nov,Newington,11,Heroin,7
2016,15-Dec,Newington,12,Alcohol,16
2016,15-Dec,Newington,12,Heroin,13
2016,16-Jan,Newtown,1,Alcohol,11
2016,16-Jan,Newtown,1,Heroin,17
2016,16-Feb,Newtown,2,Heroin,11
2016,16-Mar,Newtown,3,Alcohol,14
2016,16-Mar,Newtown,3,Heroin,15
2016,16-Apr,Newtown,4,Alcohol,9
2016,16-Apr,Newtown,4,Heroin,22
2016,16-May,Newtown,5,Alcohol,7
2016,16-May,Newtown,5,Heroin,14
2016,16-Jun,Newtown,6,Alcohol,9
2016,16-Jun,Newtown,6,Heroin,7
2016,15-Jul,Newtown,7,Alcohol,7
2016,15-Jul,Newtown,7,Heroin,10
2016,15-Aug,Newtown,8,Alcohol,6
2016,15-Sep,Newtown,9,Alcohol,9
2016,15-Sep,Newtown,9,Heroin,10
2016,15-Oct,Newtown,10,Alcohol,7
2016,15-Oct,Newtown,10,Heroin,13
2016,15-Nov,Newtown,11,Heroin,14
2016,15-Dec,Newtown,12,Heroin,11
2016,16-Mar,North Branford,3,Alcohol,6
2016,16-Mar,North Branford,3,Heroin,8
2016,15-Aug,North Branford,8,Heroin,9
2016,15-Oct,North Branford,10,Heroin,6
2016,16-Feb,North Haven,2,Heroin,10
2016,16-Mar,North Haven,3,Alcohol,6
2016,16-Mar,North Haven,3,Heroin,13
2016,16-Apr,North Haven,4,Heroin,9
2016,16-May,North Haven,5,Heroin,8
2016,16-Jun,North Haven,6,Alcohol,8
2016,16-Jun,North Haven,6,Heroin,16
2016,15-Jul,North Haven,7,Alcohol,8
2016,15-Jul,North Haven,7,Heroin,15
2016,15-Aug,North Haven,8,Alcohol,7
2016,15-Aug,North Haven,8,Heroin,16
2016,15-Sep,North Haven,9,Alcohol,12
2016,15-Sep,North Haven,9,Heroin,9
2016,15-Sep,Norwalk,9,Heroin,23
2016,15-Nov,North Haven,11,Alcohol,7
2016,15-Nov,North Haven,11,Heroin,7
2016,15-Dec,North Haven,12,Alcohol,7
2016,15-Dec,North Haven,12,Heroin,7
2016,16-Jan,Norwalk,1,Alcohol,21
2016,16-Jan,Norwalk,1,Heroin,12
2016,16-Jan,Norwalk,1,"Marijuana, Hashish, THC",8
2016,16-Feb,Norwalk,2,Alcohol,26
2016,16-Feb,Norwalk,2,Cocaine,6
2016,16-Feb,Norwalk,2,Heroin,26
2016,16-Feb,Norwalk,2,"Marijuana, Hashish, THC",18
2016,16-Mar,Norwalk,3,Alcohol,25
2016,16-Mar,Norwalk,3,Heroin,30
2016,16-Mar,Norwalk,3,"Marijuana, Hashish, THC",12
2016,16-Apr,Norwalk,4,Alcohol,37
2016,16-Apr,Norwalk,4,"Marijuana, Hashish, THC",11
2016,16-May,Norwalk,5,Alcohol,33
2016,16-May,Norwalk,5,Heroin,22
2016,16-May,Norwalk,5,"Marijuana, Hashish, THC",8
2016,16-Jun,Norwalk,6,Alcohol,18
2016,16-Jun,Norwalk,6,Heroin,29
2016,16-Jun,Norwalk,6,"Marijuana, Hashish, THC",11
2016,15-Jul,Norwalk,7,Alcohol,30
2016,15-Jul,Norwalk,7,Heroin,20
2016,15-Jul,Norwalk,7,"Marijuana, Hashish, THC",20
2016,15-Aug,Norwalk,8,Alcohol,34
2016,15-Aug,Norwalk,8,Heroin,12
2016,15-Aug,Norwalk,8,"Marijuana, Hashish, THC",18
2016,15-Sep,Norwalk,9,Alcohol,28
2016,15-Sep,Norwalk,9,"Marijuana, Hashish, THC",13
2016,15-Sep,Norwalk,9,Other Opiates and Synthetics,10
2016,15-Oct,Norwalk,10,Alcohol,29
2016,15-Oct,Norwalk,10,Heroin,25
2016,15-Oct,Norwalk,10,"Marijuana, Hashish, THC",13
2016,15-Nov,Norwalk,11,Alcohol,37
2016,15-Nov,Norwalk,11,Heroin,20
2016,15-Nov,Norwalk,11,"Marijuana, Hashish, THC",13
2016,15-Dec,Norwalk,12,Alcohol,27
2016,15-Dec,Norwalk,12,Crack,7
2016,15-Dec,Norwalk,12,Heroin,23
2016,15-Dec,Norwalk,12,"Marijuana, Hashish, THC",10
2016,16-Jan,Norwich,1,Alcohol,56
2016,16-Jan,Norwich,1,Heroin,44
2016,16-Jan,Norwich,1,"Marijuana, Hashish, THC",18
2016,16-Jan,Norwich,1,Other Opiates and Synthetics,9
2016,16-Feb,Norwich,2,Alcohol,50
2016,16-Feb,Norwich,2,Heroin,48
2016,16-Mar,Norwich,3,Alcohol,51
2016,16-Mar,Norwich,3,Heroin,45
2016,16-Mar,Norwich,3,"Marijuana, Hashish, THC",18
2016,16-Mar,Norwich,3,Other Opiates and Synthetics,6
2016,16-Apr,Norwich,4,Alcohol,53
2016,16-Apr,Norwich,4,Heroin,48
2016,16-Apr,Norwich,4,"Marijuana, Hashish, THC",19
2016,16-May,Norwich,5,Alcohol,61
2016,16-May,Norwich,5,Heroin,25
2016,16-May,Norwich,5,"Marijuana, Hashish, THC",9
2016,16-Jun,Norwich,6,Alcohol,60
2016,16-Jun,Norwich,6,Heroin,29
2016,16-Jun,Norwich,6,"Marijuana, Hashish, THC",8
2016,16-Jun,Norwich,6,Other Opiates and Synthetics,6
2016,15-Jul,Norwich,7,Alcohol,68
2016,15-Jul,Norwich,7,Heroin,45
2016,15-Jul,Norwich,7,"Marijuana, Hashish, THC",15
2016,15-Aug,Norwich,8,Alcohol,58
2016,15-Aug,Norwich,8,Heroin,50
2016,15-Aug,Norwich,8,"Marijuana, Hashish, THC",12
2016,15-Sep,Norwich,9,Alcohol,57
2016,15-Sep,Norwich,9,Crack,7
2016,15-Sep,Norwich,9,Heroin,51
2016,15-Sep,Norwich,9,"Marijuana, Hashish, THC",14
2016,15-Oct,Norwich,10,Alcohol,52
2016,15-Oct,Norwich,10,Heroin,56
2016,15-Oct,Norwich,10,"Marijuana, Hashish, THC",23
2016,15-Nov,Norwich,11,Alcohol,42
2016,15-Nov,Norwich,11,Heroin,36
2016,15-Nov,Norwich,11,"Marijuana, Hashish, THC",8
2016,15-Dec,Norwich,12,Alcohol,60
2016,15-Dec,Norwich,12,Heroin,57
2016,15-Dec,Norwich,12,"Marijuana, Hashish, THC",12
2016,15-Jul,Old Saybrook,7,Alcohol,6
2016,15-Jul,Old Saybrook,7,Heroin,6
2016,16-Feb,Orange,2,Heroin,7
2016,15-Oct,Orange,10,Heroin,8
2016,15-Nov,Orange,11,Alcohol,7
2016,16-Feb,Oxford,2,Alcohol,7
2016,16-Mar,Oxford,3,Heroin,7
2016,16-Apr,Oxford,4,Alcohol,8
2016,16-Jun,Oxford,6,Alcohol,8
2016,16-Jun,Oxford,6,Heroin,6
2016,15-Jul,Oxford,7,Heroin,6
2016,15-Aug,Oxford,8,Heroin,7
2016,15-Sep,Oxford,9,Alcohol,7
2016,15-Nov,Plymouth,11,Heroin,10
2016,15-Sep,Oxford,9,Heroin,13
2016,15-Oct,Oxford,10,Alcohol,6
2016,16-Jan,Plainfield,1,Alcohol,13
2016,16-Jan,Plainfield,1,Heroin,10
2016,16-Feb,Plainfield,2,Alcohol,7
2016,16-Feb,Plainfield,2,Heroin,15
2016,16-Mar,Plainfield,3,Alcohol,9
2016,16-Mar,Plainfield,3,Heroin,19
2016,16-Apr,Plainfield,4,Alcohol,11
2016,16-Apr,Plainfield,4,Heroin,19
2016,16-May,Plainfield,5,Heroin,13
2016,16-Jun,Plainfield,6,Alcohol,7
2016,16-Jun,Plainfield,6,Heroin,13
2016,15-Dec,Plymouth,12,Alcohol,11
2016,15-Jul,Plainfield,7,Alcohol,14
2016,15-Jul,Plainfield,7,Heroin,23
2016,15-Jul,Plainfield,7,Other Opiates and Synthetics,6
2016,15-Aug,Plainfield,8,Alcohol,21
2016,15-Aug,Plainfield,8,Heroin,24
2016,15-Aug,Plainfield,8,"Marijuana, Hashish, THC",7
2016,15-Sep,Plainfield,9,Alcohol,10
2016,15-Sep,Plainfield,9,Heroin,18
2016,15-Oct,Plainfield,10,Heroin,27
2016,15-Nov,Plainfield,11,Heroin,12
2016,15-Dec,Plainfield,12,Alcohol,12
2016,15-Dec,Plainfield,12,Heroin,13
2016,16-Jan,Plainville,1,Alcohol,22
2016,16-Jan,Plainville,1,Heroin,14
2016,16-Feb,Plainville,2,Alcohol,9
2016,15-Dec,Plymouth,12,Heroin,8
2016,16-Feb,Plainville,2,Heroin,12
2016,16-Mar,Plainville,3,Alcohol,26
2016,16-Mar,Plainville,3,Heroin,10
2016,16-Mar,Plainville,3,"Marijuana, Hashish, THC",7
2016,16-Apr,Plainville,4,Alcohol,24
2016,16-Apr,Plainville,4,Heroin,9
2016,16-May,Plainville,5,Alcohol,13
2016,16-May,Plainville,5,Heroin,9
2016,16-Jun,Plainville,6,Alcohol,19
2016,16-Jun,Plainville,6,Heroin,13
2016,15-Jul,Plainville,7,Alcohol,17
2016,15-Jul,Plainville,7,Heroin,15
2016,15-Aug,Plainville,8,Alcohol,11
2016,15-Aug,Plainville,8,Heroin,11
2016,15-Dec,Simsbury,12,Heroin,10
2016,15-Sep,Plainville,9,Alcohol,12
2016,15-Sep,Plainville,9,Heroin,8
2016,15-Oct,Plainville,10,Alcohol,14
2016,15-Oct,Plainville,10,Heroin,12
2016,15-Nov,Plainville,11,Alcohol,9
2016,15-Dec,Plainville,12,Alcohol,13
2016,15-Dec,Plainville,12,Heroin,12
2016,15-Dec,Plainville,12,"Marijuana, Hashish, THC",7
2016,16-Jan,Plymouth,1,Alcohol,8
2016,16-Jan,Plymouth,1,Heroin,13
2016,16-Feb,Plymouth,2,Alcohol,8
2016,16-Feb,Plymouth,2,Heroin,11
2016,16-Mar,Plymouth,3,Heroin,6
2016,15-Nov,South Windsor,11,Alcohol,7
2016,16-Apr,Plymouth,4,Alcohol,9
2016,16-Apr,Plymouth,4,Heroin,8
2016,16-May,Plymouth,5,Alcohol,6
2016,16-May,Plymouth,5,Heroin,6
2016,16-Jun,Plymouth,6,Alcohol,7
2016,16-Jun,Plymouth,6,Heroin,10
2016,15-Jul,Plymouth,7,Alcohol,8
2016,15-Jul,Plymouth,7,Heroin,11
2016,15-Aug,Plymouth,8,Alcohol,11
2016,15-Aug,Plymouth,8,Heroin,12
2016,15-Sep,Plymouth,9,Heroin,8
2016,15-Oct,Plymouth,10,Alcohol,7
2016,15-Oct,Plymouth,10,Heroin,13
2016,15-Nov,Plymouth,11,Alcohol,7
2016,16-Jan,Portland,1,Alcohol,7
2016,16-Jan,Portland,1,Heroin,6
2016,16-Mar,Portland,3,Alcohol,11
2016,16-Mar,Portland,3,Heroin,8
2016,16-Apr,Portland,4,Alcohol,16
2016,16-May,Portland,5,Alcohol,10
2016,16-Jun,Portland,6,Alcohol,14
